lib_name,total_population,total_male,total_female,under_5_years,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,work_from_home,hh_social_security,hh_foodstamps_snap,occupied_units,occupied_units_owner,occupied_units_no_vehicle,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,median_age,perc_hh_w_children,avg_household_size,avg_family_size,unemployment_rate,median_hh_income_d,average_hh_income_d,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,occupied_median_rent_d,share_men,share_women
Brainerd,24261.0,10359.0,13902.0,1544.0,18916.0,4290.0,459.0,22728.0,47.0,81.0,0.0,663.0,283.0,1155.0,10117.0,8626.0,24230.0,8282.0,5394.0,2800.0,23373.0,888.0,21525.0,443.0,8626.0,7454.0,6663.0,674.0,3077.0,2812.0,8626.0,4729.0,1887.0,1020.0,231.0,40.05,29.8375,2.81875,3.5987500000000003,20.85,47573.75,60798.25,23243.75,14.4,19.575,1512.5,571.625,998.25,0.42698157536787434,0.5730184246321256
Brighton Park,33426.0,16845.0,16581.0,2486.0,24002.0,3350.0,13994.0,295.0,553.0,3101.0,36.0,10902.0,4545.0,27023.0,10962.0,10004.0,33416.0,12806.0,9607.0,2713.0,20171.0,13255.0,5457.0,12255.0,10004.0,8786.0,7965.0,587.0,2835.0,2374.0,10004.0,5053.0,1465.0,1309.0,312.0,31.45,44.6,3.3337499999999998,3.8325,7.925,48717.25,60625.875,19032.875,17.3375,18.9,1571.125,627.875,954.125,0.5039490217196194,0.49605097828038053
Bucktown-Wicker Park,51354.0,26085.0,25269.0,3483.0,43740.0,2965.0,40304.0,2994.0,69.0,2982.0,69.0,1732.0,3204.0,8563.0,25741.0,23488.0,51097.0,8852.0,7780.0,30586.0,45382.0,5972.0,38945.0,2924.0,23488.0,22481.0,21810.0,7667.0,2320.0,1216.0,23488.0,9918.0,4437.0,1463.0,346.0,32.300000000000004,18.589473684210525,2.1757894736842105,2.9031578947368417,2.621052631578947,130115.47368421052,177904.15789473685,82518.42105263157,5.078947368421052,7.978947368421053,3261.842105263158,1153.3333333333333,1901.157894736842,0.5079448533707209,0.4920551466292791
Budlong Woods,46602.0,22556.0,24046.0,3404.0,35599.0,5215.0,26062.0,2864.0,753.0,9215.0,14.0,3680.0,4014.0,11613.0,17510.0,16348.0,45955.0,13977.0,11179.0,14708.0,29713.0,16889.0,19120.0,11183.0,16348.0,15577.0,14069.0,2486.0,3096.0,2747.0,16348.0,6809.0,2551.0,875.0,559.0,37.9375,33.0125,2.76875,3.44,6.862500000000001,72255.5,95402.5,37499.875,10.0125,12.7875,2332.75,909.875,1324.125,0.4840135616497146,0.5159864383502853
Canaryville,8801.0,4546.0,4255.0,554.0,6815.0,1500.0,4257.0,2134.0,10.0,659.0,0.0,878.0,863.0,2122.0,4184.0,3468.0,8787.0,2745.0,1825.0,1289.0,7699.0,1102.0,6180.0,948.0,3468.0,2996.0,2844.0,171.0,1277.0,974.0,3468.0,1600.0,935.0,151.0,78.0,42.35,29.775,2.4225,3.2175,16.425,52518.5,65129.25,26092.5,20.1,24.475,1648.3333333333333,663.5,942.0,0.5165322122486081,0.4834677877513919
Chicago Bee,8338.0,3946.0,4392.0,466.0,6961.0,1502.0,2497.0,3920.0,87.0,1407.0,0.0,155.0,272.0,761.0,3250.0,3005.0,6176.0,1630.0,3056.0,1498.0,6743.0,1595.0,5830.0,1002.0,3005.0,2603.0,2482.0,296.0,874.0,1215.0,3005.0,782.0,1431.0,201.0,70.0,31.72,23.02,2.2,3.2880000000000003,18.44,42955.5,64771.0,23400.2,31.880000000000003,42.160000000000004,2192.0,832.5,982.4,0.47325497721276083,0.5267450227872391
Chicago Lawn,43155.0,20940.0,22215.0,3643.0,31828.0,5866.0,13497.0,13310.0,297.0,294.0,0.0,10236.0,5521.0,27992.0,15630.0,13913.0,43029.0,15216.0,11194.0,2315.0,31336.0,11819.0,15372.0,10460.0,13913.0,11229.0,10375.0,699.0,4717.0,4204.0,13913.0,6160.0,3471.0,1873.0,183.0,32.099999999999994,39.24444444444444,3.0766666666666667,3.8844444444444446,17.833333333333332,39708.11111111111,52504.555555555555,17965.666666666668,20.955555555555556,22.22222222222222,1539.4444444444443,656.7777777777778,938.3333333333334,0.48522766770941955,0.5147723322905805
Chinatown,19147.0,8782.0,10365.0,1216.0,15481.0,3543.0,5166.0,3471.0,79.0,9662.0,0.0,317.0,452.0,1323.0,8651.0,8100.0,19132.0,4790.0,3895.0,6049.0,11525.0,7622.0,8511.0,5993.0,8100.0,6985.0,6454.0,860.0,2426.0,2004.0,8100.0,3559.0,2906.0,616.0,410.0,39.471428571428575,24.142857142857142,2.3428571428571425,3.064285714285714,7.814285714285714,64227.28571428572,85392.14285714286,39250.57142857143,17.114285714285714,20.900000000000002,2702.5,921.8333333333334,967.6666666666666,0.45866193137306105,0.5413380686269389
Clearing,19379.0,9956.0,9423.0,1338.0,14498.0,2054.0,12188.0,470.0,393.0,132.0,0.0,2891.0,3305.0,10604.0,7273.0,6959.0,19368.0,6974.0,5080.0,3074.0,15557.0,3822.0,8636.0,3510.0,6959.0,6241.0,6043.0,556.0,1592.0,934.0,6959.0,4824.0,608.0,686.0,281.0,36.675,36.05,2.765,3.5975,7.6,68731.25,84039.0,31444.75,4.85,5.775,1731.75,631.25,1073.75,0.513751999587182,0.486248000412818
Coleman,30897.0,14512.0,16385.0,1532.0,24272.0,3186.0,3585.0,24964.0,64.0,1130.0,0.0,418.0,736.0,764.0,16240.0,12697.0,28243.0,9259.0,10433.0,4968.0,29076.0,1821.0,26180.0,1297.0,12697.0,11258.0,10205.0,1022.0,3306.0,5165.0,12697.0,2586.0,5187.0,659.0,236.0,32.65714285714286,28.042857142857144,2.294285714285714,3.3921428571428573,19.964285714285715,37696.71428571428,60803.642857142855,19992.571428571428,25.642857142857142,32.871428571428574,1875.4615384615386,706.8571428571429,1091.5,0.46968961387837005,0.53031038612163
"Daley, Richard J.",34427.0,17477.0,16950.0,1586.0,27984.0,5077.0,15252.0,833.0,298.0,13520.0,0.0,2687.0,1837.0,7863.0,14359.0,13390.0,34385.0,8605.0,8028.0,9652.0,22818.0,11609.0,15149.0,9069.0,13390.0,12524.0,12099.0,1895.0,3186.0,1453.0,13390.0,6707.0,2311.0,1186.0,647.0,37.760000000000005,26.21,2.588,3.368,6.45,68326.5,86092.3,34128.3,12.48,14.719999999999999,2305.7,762.8,1169.3,0.5076538763180062,0.49234612368199376
"Daley, Richard M.",31599.0,14674.0,16925.0,1783.0,24491.0,3394.0,7788.0,18140.0,101.0,114.0,0.0,3646.0,1810.0,8339.0,13743.0,12105.0,31331.0,9791.0,7984.0,6103.0,28774.0,2825.0,23131.0,2753.0,12105.0,10823.0,9475.0,1412.0,2990.0,4140.0,12105.0,3815.0,4078.0,751.0,328.0,33.86,28.45,2.633,3.54,12.540000000000001,48832.375,64380.2,27111.4,30.580000000000002,33.239999999999995,2081.4,718.375,1123.0,0.46438178423367826,0.5356182157663217
Douglass,24470.0,10543.0,13927.0,1561.0,17471.0,2455.0,1464.0,20871.0,11.0,196.0,0.0,977.0,951.0,1961.0,10854.0,8587.0,23100.0,8744.0,6925.0,2616.0,23587.0,883.0,21462.0,602.0,8587.0,7494.0,6504.0,516.0,2318.0,4041.0,8587.0,2030.0,3369.0,451.0,208.0,32.07692307692308,37.86153846153846,2.7361538461538464,3.6538461538461537,18.6,30761.23076923077,48274.53846153846,17976.615384615383,31.6,38.12307692307692,1788.090909090909,647.6666666666666,1013.5384615384615,0.4308541070698815,0.5691458929301185
Dunning,23988.0,11899.0,12089.0,1040.0,19470.0,4318.0,18158.0,741.0,83.0,1266.0,2.0,2218.0,1520.0,7125.0,9545.0,9187.0,23977.0,6919.0,5122.0,4953.0,16393.0,7595.0,12232.0,4529.0,9187.0,8196.0,7467.0,980.0,3026.0,588.0,9187.0,7503.0,568.0,1389.0,622.0,45.34285714285714,25.057142857142857,2.652857142857143,3.2657142857142856,6.242857142857143,75231.71428571429,91384.28571428571,35993.28571428572,7.228571428571429,10.142857142857142,2011.142857142857,724.2857142857143,1201.4285714285713,0.49603968650992164,0.5039603134900784
Edgebrook,22323.0,10493.0,11830.0,1746.0,16587.0,3782.0,17846.0,147.0,0.0,2777.0,0.0,497.0,1056.0,2808.0,8463.0,8106.0,22291.0,7314.0,5939.0,9148.0,18509.0,3814.0,14693.0,1881.0,8106.0,7736.0,7332.0,1623.0,2402.0,365.0,8106.0,6796.0,260.0,1081.0,425.0,41.425,35.7,2.7575,3.3475,4.075,125570.0,164451.75,59930.5,3.225,4.975,2889.5,997.25,2273.3333333333335,0.4700533082470994,0.5299466917529005
Edgewater,45674.0,23274.0,22400.0,1880.0,40869.0,5974.0,28737.0,6315.0,70.0,5132.0,55.0,1304.0,4061.0,6719.0,25284.0,22249.0,40891.0,6008.0,11408.0,18545.0,34776.0,10898.0,29642.0,5947.0,22249.0,20865.0,18528.0,3911.0,4227.0,2908.0,22249.0,7426.0,9203.0,1299.0,604.0,34.26923076923077,10.507692307692308,1.7923076923076924,2.7776923076923077,6.384615384615385,54718.307692307695,76291.53846153847,39205.769230769234,12.838461538461539,21.26153846153846,2121.3076923076924,923.25,1121.3846153846155,0.5095678066295923,0.49043219337040767
Gage Park,33813.0,17127.0,16686.0,2521.0,24893.0,3900.0,14595.0,3497.0,263.0,198.0,0.0,12029.0,3231.0,29278.0,10686.0,9834.0,33777.0,12496.0,8691.0,2235.0,21249.0,12564.0,6024.0,11468.0,9834.0,8218.0,7400.0,287.0,3319.0,2810.0,9834.0,4997.0,2039.0,1034.0,289.0,31.066666666666666,44.300000000000004,3.466666666666667,4.196666666666666,17.366666666666667,43909.5,57068.333333333336,17162.833333333332,17.650000000000002,16.833333333333332,1554.5,615.3333333333334,883.3333333333334,0.5065211605003993,0.49347883949960075
Galewood-Mont Clare,14040.0,6332.0,7708.0,815.0,11086.0,2787.0,6822.0,2352.0,97.0,370.0,0.0,2980.0,1419.0,6825.0,5778.0,5289.0,14030.0,3644.0,3073.0,3099.0,10870.0,3170.0,7394.0,2710.0,5289.0,4774.0,4449.0,743.0,2130.0,758.0,5289.0,3541.0,712.0,596.0,303.0,41.6,26.15,2.665,3.4299999999999997,6.35,77954.5,89170.0,35356.5,5.1,9.3,2038.0,739.5,1077.5,0.450997150997151,0.549002849002849
Garfield Ridge,26848.0,13436.0,13412.0,1509.0,20506.0,4037.0,19561.0,29.0,150.0,162.0,0.0,3742.0,3204.0,13642.0,10099.0,9649.0,26838.0,8196.0,6337.0,4966.0,20981.0,5867.0,13351.0,4242.0,9649.0,8771.0,8198.0,772.0,2758.0,469.0,9649.0,8319.0,498.0,901.0,524.0,41.02,32.08,2.792,3.354,5.04,93233.0,101268.6,37093.6,3.9800000000000004,5.88,1916.2,649.8,1293.0,0.5004469606674613,0.49955303933253875
Greater Grand Crossing,15116.0,6750.0,8366.0,806.0,10992.0,2076.0,318.0,14374.0,11.0,1.0,1.0,109.0,302.0,275.0,8020.0,6270.0,14996.0,5256.0,4116.0,1923.0,14822.0,294.0,13855.0,179.0,6270.0,5634.0,4550.0,418.0,1731.0,2513.0,6270.0,2328.0,2174.0,582.0,239.0,34.4,32.56666666666667,2.445,3.485,23.333333333333332,35164.833333333336,51938.666666666664,21873.833333333332,32.583333333333336,35.61666666666667,1794.1666666666667,630.2,994.3333333333334,0.4465467054776396,0.5534532945223604
Hall,19417.0,8192.0,11225.0,1527.0,14445.0,2198.0,792.0,17526.0,6.0,130.0,0.0,221.0,742.0,914.0,10345.0,8908.0,19384.0,5822.0,5211.0,4690.0,18762.0,655.0,16494.0,489.0,8908.0,8195.0,7711.0,1017.0,1900.0,3031.0,8908.0,2444.0,2699.0,631.0,142.0,38.27272727272727,27.018181818181816,2.1454545454545455,3.11,17.990909090909092,41618.454545454544,55372.63636363636,26433.18181818182,23.29090909090909,30.89090909090909,2052.3,937.3333333333334,992.8181818181819,0.42189833650924446,0.5781016634907555
Harold Washtington Library Center,33294.0,17326.0,15968.0,980.0,31585.0,2203.0,20353.0,3771.0,106.0,6601.0,17.0,808.0,1638.0,3648.0,18575.0,16033.0,26373.0,2024.0,10717.0,18203.0,26006.0,7288.0,24476.0,2008.0,16033.0,15896.0,14726.0,4048.0,1533.0,508.0,16033.0,5726.0,7389.0,805.0,222.0,28.660000000000004,7.38,1.65,2.362,9.7,120781.4,167877.6,72401.4,2.7800000000000002,12.1,2809.2,1384.0,2185.4,0.520394064996696,0.4796059350033039
Hegewisch,17162.0,8265.0,8897.0,1319.0,12678.0,2449.0,10789.0,919.0,75.0,41.0,0.0,3430.0,1908.0,11444.0,6622.0,6091.0,17147.0,6487.0,4781.0,1646.0,14115.0,3047.0,7467.0,2500.0,6091.0,5604.0,5293.0,509.0,1933.0,956.0,6091.0,4394.0,493.0,455.0,258.0,36.925,36.175,2.95,3.5925000000000002,6.75,68940.0,79649.25,27945.5,8.725,10.725,1316.25,531.0,1211.25,0.4815872275958513,0.5184127724041487
Humboldt Park,23308.0,11752.0,11556.0,1482.0,18834.0,1699.0,13721.0,2279.0,186.0,823.0,36.0,2975.0,3288.0,11785.0,10048.0,9193.0,22904.0,5468.0,5016.0,8090.0,18674.0,4634.0,12116.0,3639.0,9193.0,8476.0,7986.0,1820.0,1392.0,1378.0,9193.0,3454.0,1627.0,821.0,81.0,33.00769230769231,28.83076923076923,2.5653846153846156,3.290769230769231,4.861538461538462,76167.38461538461,101941.61538461539,41781.769230769234,9.515384615384615,13.3,2577.6923076923076,744.7777777777778,1330.4615384615386,0.5042045649562382,0.4957954350437618
Independence,67054.0,33359.0,33695.0,3737.0,53074.0,6058.0,38690.0,2663.0,486.0,4539.0,16.0,10868.0,9792.0,33746.0,28157.0,25496.0,66586.0,18881.0,15849.0,18763.0,47218.0,19836.0,29175.0,14615.0,25496.0,24089.0,21603.0,4603.0,4408.0,3464.0,25496.0,10970.0,4599.0,2339.0,554.0,35.4375,29.575,2.621875,3.361875,6.85,71812.3125,96087.25,37653.4375,11.55625,14.49375,2353.8125,870.25,1231.1875,0.49749455662600295,0.502505443373997
Jefferson Park,39477.0,19605.0,19872.0,2043.0,31900.0,6118.0,27502.0,989.0,68.0,4068.0,57.0,3416.0,3377.0,10178.0,17231.0,15587.0,39425.0,10322.0,8572.0,12770.0,28120.0,11357.0,21394.0,6616.0,15587.0,14347.0,13089.0,2108.0,3883.0,1537.0,15587.0,9442.0,2002.0,1683.0,564.0,40.7125,28.275000000000002,2.52875,3.15375,6.7625,79832.75,99165.875,39993.75,5.825,8.1,2174.5,748.875,1184.375,0.4966182840641386,0.5033817159358613
Jeffery Manor,26403.0,12004.0,14399.0,1350.0,20299.0,4718.0,7471.0,14849.0,170.0,65.0,0.0,2890.0,958.0,10107.0,11097.0,9754.0,26338.0,9197.0,6720.0,4234.0,22982.0,3421.0,16976.0,3073.0,9754.0,8824.0,8509.0,831.0,3172.0,2824.0,9754.0,5980.0,1771.0,981.0,313.0,39.016666666666666,31.166666666666668,2.7516666666666665,3.481666666666667,11.666666666666666,47601.666666666664,61252.166666666664,24260.166666666668,21.316666666666666,25.116666666666664,1317.8333333333333,541.5,975.3333333333334,0.45464530545771314,0.5453546945422869
Kelly,17560.0,8169.0,9391.0,1080.0,12570.0,2609.0,604.0,16181.0,62.0,126.0,0.0,175.0,412.0,653.0,9664.0,7431.0,17037.0,5895.0,4622.0,1104.0,16997.0,563.0,15441.0,316.0,7431.0,6168.0,5346.0,245.0,2269.0,3780.0,7431.0,1176.0,4105.0,170.0,248.0,37.6375,34.0,2.39625,3.5925000000000002,23.6375,22706.428571428572,36688.625,15761.0,41.325,43.5875,1321.4,613.8,811.625,0.46520501138952164,0.5347949886104784
King,21074.0,9627.0,11447.0,972.0,17708.0,4057.0,1662.0,15607.0,105.0,2266.0,0.0,578.0,856.0,944.0,13067.0,11929.0,20901.0,4337.0,5349.0,6898.0,17035.0,4039.0,16015.0,1439.0,11929.0,10712.0,9565.0,1188.0,3812.0,3440.0,11929.0,2517.0,4965.0,614.0,118.0,42.29,17.9,1.8399999999999999,2.882,14.88,38412.555555555555,62256.3,35316.5,19.36,29.45,2122.0,887.5,818.3,0.456818828888678,0.543181171111322
Legler Regional,26816.0,13015.0,13801.0,1913.0,19418.0,3050.0,940.0,25057.0,2.0,34.0,0.0,453.0,330.0,815.0,11952.0,9280.0,26423.0,9805.0,7045.0,1331.0,26497.0,319.0,24007.0,212.0,9280.0,7752.0,6947.0,604.0,2973.0,4976.0,9280.0,2205.0,3773.0,455.0,230.0,34.32142857142857,33.357142857142854,2.8299999999999996,3.710714285714286,21.614285714285717,30731.923076923078,42723.5,16147.714285714286,28.49285714285714,34.34285714285714,1596.1538461538462,729.5,1031.857142857143,0.4853445704057279,0.5146554295942721
Lincoln Belmont,47409.0,24252.0,23157.0,4013.0,37354.0,2737.0,38702.0,1466.0,75.0,2948.0,54.0,926.0,3238.0,5310.0,22023.0,19787.0,47282.0,10932.0,10224.0,27630.0,42937.0,4472.0,37930.0,1077.0,19787.0,19259.0,18834.0,7046.0,1738.0,591.0,19787.0,10431.0,3171.0,1323.0,324.0,32.32,28.880000000000003,2.4045,3.0185,3.8,147420.0,210749.05,88746.6,1.9849999999999999,5.57,3526.95,1328.6,1869.4,0.511548440169588,0.48845155983041194
Lincoln Park,39592.0,20291.0,19301.0,2220.0,32984.0,3105.0,33147.0,1137.0,7.0,2697.0,0.0,978.0,1626.0,2437.0,17289.0,15855.0,36430.0,7170.0,10882.0,22302.0,34502.0,5090.0,32019.0,956.0,15855.0,15334.0,14718.0,4453.0,1929.0,508.0,15855.0,8238.0,3983.0,963.0,279.0,30.163636363636364,22.454545454545453,2.3345454545454545,3.061818181818182,3.6363636363636362,172073.18181818182,244662.63636363635,99267.36363636363,1.7363636363636366,7.918181818181818,3844.2727272727275,1409.4545454545455,1976.0,0.5125025257627803,0.4874974742372196
Little Italy,13180.0,6344.0,6836.0,995.0,10975.0,1227.0,4906.0,3931.0,60.0,3203.0,0.0,421.0,659.0,1153.0,6246.0,5561.0,13141.0,2964.0,5065.0,5356.0,10188.0,2992.0,8399.0,982.0,5561.0,5122.0,4862.0,837.0,829.0,826.0,5561.0,1902.0,1838.0,164.0,295.0,27.82,21.36,2.4059999999999997,3.0100000000000002,8.98,62200.8,95457.6,40230.8,6.540000000000001,27.76,2817.2,1047.8,1509.0,0.4813353566009105,0.5186646433990896
Little Village,44240.0,26980.0,17260.0,2181.0,35048.0,4706.0,14899.0,8705.0,242.0,235.0,0.0,15754.0,4405.0,32135.0,12790.0,11283.0,34424.0,12140.0,9497.0,3443.0,29375.0,14865.0,13820.0,14240.0,11283.0,9787.0,8721.0,793.0,2844.0,2680.0,11283.0,4334.0,2341.0,914.0,544.0,34.945454545454545,37.67272727272727,3.0399999999999996,3.6845454545454546,9.409090909090908,44327.0,54510.36363636364,17262.727272727272,21.599999999999998,27.55454545454546,1689.6,640.8181818181819,939.4545454545455,0.6098553345388789,0.39014466546112114
Logan Square,56463.0,28106.0,28357.0,3119.0,47363.0,4756.0,36515.0,3062.0,390.0,2871.0,18.0,5793.0,7814.0,22297.0,26660.0,24338.0,56138.0,12251.0,10854.0,23272.0,46117.0,10346.0,32938.0,7779.0,24338.0,22826.0,21701.0,6610.0,3644.0,2396.0,24338.0,9073.0,5299.0,1627.0,355.0,32.80555555555556,20.47222222222222,2.3533333333333335,3.163333333333333,4.783333333333333,86834.05555555556,113887.77777777778,50209.333333333336,7.161111111111111,10.261111111111111,2563.6111111111113,919.2777777777778,1465.2222222222222,0.49777730549209215,0.5022226945079078
Lozano,30444.0,14921.0,15523.0,1535.0,24554.0,3486.0,12956.0,2598.0,373.0,1134.0,0.0,8893.0,4490.0,19327.0,13727.0,12229.0,30349.0,8408.0,7795.0,7518.0,20627.0,9817.0,11269.0,7153.0,12229.0,11185.0,10566.0,1429.0,2452.0,2226.0,12229.0,3442.0,3600.0,722.0,234.0,33.4,22.85,2.442,3.344,6.720000000000001,58391.6,72884.9,30799.0,15.309999999999999,16.8,2240.2,800.4444444444445,1078.3,0.4901129943502825,0.5098870056497176
Manning,23841.0,11594.0,12247.0,1328.0,19062.0,2275.0,8951.0,10317.0,40.0,1527.0,0.0,1704.0,1302.0,4127.0,11609.0,9869.0,22220.0,5709.0,6358.0,7622.0,20746.0,3095.0,17179.0,1400.0,9869.0,9018.0,8304.0,1530.0,1912.0,2439.0,9869.0,3616.0,3013.0,602.0,169.0,34.4,26.515384615384615,2.3646153846153846,3.23,9.592307692307692,69182.66666666667,115875.46153846153,46197.769230769234,15.592307692307694,22.976923076923075,2389.153846153846,861.5,1217.8461538461538,0.4863051046516505,0.5136948953483494
Mayfair,19071.0,9427.0,9644.0,1246.0,14861.0,3329.0,11998.0,600.0,154.0,2661.0,0.0,2023.0,1635.0,5038.0,7683.0,7240.0,19009.0,5606.0,4436.0,6582.0,13596.0,5475.0,10255.0,2781.0,7240.0,6868.0,6557.0,1452.0,1950.0,746.0,7240.0,4902.0,556.0,829.0,159.0,42.61666666666667,33.300000000000004,2.5966666666666667,3.171666666666667,4.183333333333334,100274.33333333333,129301.0,50421.833333333336,5.55,7.1499999999999995,2445.1666666666665,933.6666666666666,1244.3333333333333,0.49431073357453725,0.5056892664254627
McKinley Park,22517.0,11256.0,11261.0,918.0,17923.0,2289.0,8440.0,617.0,322.0,5542.0,0.0,5849.0,1747.0,13087.0,8870.0,8254.0,22462.0,6636.0,5712.0,4478.0,14089.0,8428.0,6623.0,7285.0,8254.0,7798.0,7161.0,1122.0,1777.0,1331.0,8254.0,5096.0,1090.0,935.0,338.0,37.800000000000004,29.442857142857143,2.7399999999999998,3.5714285714285716,9.085714285714285,61357.57142857143,76958.71428571429,28746.571428571428,11.657142857142857,13.842857142857143,1817.2857142857142,710.2857142857143,1081.2857142857142,0.4998889727761247,0.5001110272238753
Merlo,64378.0,33548.0,30830.0,2860.0,58741.0,6660.0,52734.0,2756.0,122.0,4609.0,74.0,950.0,3133.0,5205.0,42010.0,38804.0,63890.0,6544.0,10294.0,42350.0,55668.0,8710.0,50588.0,2058.0,38804.0,37875.0,35650.0,8904.0,4850.0,1239.0,38804.0,12464.0,17750.0,1732.0,673.0,32.71578947368421,8.784210526315789,1.6889473684210528,2.6515789473684213,4.5473684210526315,91175.36842105263,130654.21052631579,77437.63157894737,3.6105263157894734,9.394736842105264,2771.6666666666665,1183.0,1656.3157894736842,0.5211096958588337,0.47889030414116623
Mount Greenwood,27729.0,13896.0,13833.0,1688.0,20884.0,4142.0,22844.0,2455.0,11.0,398.0,0.0,555.0,1466.0,3487.0,11109.0,10470.0,27022.0,9440.0,7418.0,6541.0,26446.0,1283.0,23547.0,471.0,10470.0,9306.0,8913.0,749.0,2919.0,506.0,10470.0,8016.0,670.0,740.0,416.0,39.6,32.18333333333333,2.5966666666666667,3.4116666666666666,6.083333333333333,97777.0,110425.33333333333,42652.5,5.5,6.599999999999999,1911.6666666666667,726.3333333333334,1217.3333333333333,0.5011359948068809,0.49886400519311913
Near North,67545.0,32532.0,35013.0,2051.0,61013.0,9013.0,51131.0,5940.0,97.0,6352.0,7.0,1304.0,2714.0,3619.0,44553.0,38975.0,65514.0,7549.0,12398.0,45039.0,59058.0,8487.0,55498.0,1655.0,38975.0,37792.0,35015.0,8920.0,5891.0,2098.0,38975.0,16286.0,15224.0,2160.0,1222.0,35.88666666666666,13.833333333333334,1.8473333333333335,2.670666666666667,3.006666666666667,127840.5,192687.2,105068.8,6.846666666666667,9.786666666666667,3282.733333333333,1333.0,1983.1333333333334,0.48163446591161446,0.5183655340883855
North Austin,35566.0,16874.0,18692.0,2274.0,26264.0,4910.0,7795.0,16206.0,52.0,529.0,23.0,8115.0,2846.0,17717.0,12221.0,10900.0,35555.0,12280.0,9526.0,2859.0,28173.0,7393.0,18076.0,6749.0,10900.0,9570.0,8252.0,509.0,3461.0,2940.0,10900.0,5260.0,1993.0,1425.0,372.0,34.642857142857146,40.48571428571428,3.3785714285714286,3.835714285714286,7.742857142857143,53038.42857142857,74522.42857142857,23548.14285714286,14.5,18.071428571428573,1816.2857142857142,788.0,1113.142857142857,0.47444188269695775,0.5255581173030422
North Pulaski,53906.0,26366.0,27540.0,3474.0,40032.0,5303.0,22301.0,6939.0,297.0,1037.0,18.0,16192.0,7122.0,40007.0,17790.0,16500.0,53827.0,18595.0,14455.0,6940.0,38415.0,15491.0,17146.0,14783.0,16500.0,14892.0,13328.0,1427.0,3946.0,4112.0,16500.0,7366.0,2733.0,2148.0,368.0,34.986666666666665,36.526666666666664,3.2,3.9353333333333333,7.0600000000000005,58146.666666666664,75103.4,25001.0,14.506666666666668,18.073333333333334,2006.4,727.0714285714286,1115.9333333333334,0.48911067413645976,0.5108893258635402
Northtown,50454.0,25773.0,24681.0,4061.0,36772.0,6854.0,25730.0,6866.0,86.0,9564.0,2.0,4116.0,4090.0,10241.0,18817.0,17350.0,49625.0,17548.0,13629.0,15465.0,31261.0,19193.0,22743.0,10945.0,17350.0,16420.0,14979.0,2056.0,4327.0,3009.0,17350.0,8747.0,2699.0,1579.0,606.0,36.43333333333333,36.099999999999994,2.8577777777777778,3.5433333333333334,6.411111111111111,64017.11111111111,89550.11111111111,31431.0,12.255555555555555,16.711111111111112,1969.5555555555557,731.875,1260.888888888889,0.5108217386133904,0.4891782613866096
Oriole Park,39922.0,20394.0,19528.0,2689.0,31682.0,6710.0,31348.0,1076.0,42.0,4105.0,0.0,1015.0,2336.0,5441.0,16767.0,16055.0,39725.0,11556.0,8128.0,12452.0,24748.0,15174.0,18968.0,8135.0,16055.0,14959.0,13978.0,1601.0,3911.0,825.0,16055.0,10402.0,889.0,1455.0,566.0,41.0625,29.6875,2.535,3.0975,5.1875,91656.5,104697.625,42323.375,4.7875,6.825,2022.625,802.0,1260.0,0.5108461499924853,0.48915385000751466
